Project ID,Transaction ID,2010 Census Tract,"Metro/Non-Metro, 2010 Census",Origination Year,Community Development Entity (CDE) Name,QLICI Amount,City,State,Zip Code,Purpose of Investment,QALICB Type,Multi-CDE,Multi-Tract QLICI
IA0044,2209,19061000100,Metropolitan,2014,Iowa Community Development LC,"$1,833,333.25 ",Dubuque,IA,52001,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
IA0044,2210,19061000100,Metropolitan,2014,Iowa Community Development LC,"$6,790,666.75 ",Dubuque,IA,52001,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
IA0045,2211,19113002700,Metropolitan,2014,Iowa Community Development LC,"$10,648,220.00 ",Cedar Rapids,IA,52401,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,NO,NO
IA0045,2212,19113002700,Metropolitan,2014,Iowa Community Development LC,"$4,835,780.00 ",Cedar Rapids,IA,52401,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,NO,NO
IA0046,2213,19153005100,Metropolitan,2014,Iowa Community Development LC,"$5,299,464.00 ",Des Moines,IA,50309,Real Estate–Rehabilitation–Commercial,SPE,NO,NO
IA0046,2214,19153005100,Metropolitan,2014,Iowa Community Development LC,"$2,050,536.00 ",Des Moines,IA,50309,Real Estate–Rehabilitation–Commercial,SPE,NO,NO
ID0001,2215,16001000100,Metropolitan,2005,Zions Community Investment Corp.,"$284,000.00 ",Boise,ID,83702,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
ID0002,2216,16001001100,Metropolitan,2006,Zions Community Investment Corp.,"$813,600.00 ",Boise,ID,83714,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
ID0003,2217,16001000100,Metropolitan,2010,Zions Community Investment Corp.,"$512,500.00 ",Boise,ID,83702,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
ID0004,2218,16001000100,Metropolitan,2007,Key Community Development New Markets LLC,"$273,500.00 ",Boise,ID,83702,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
ID0005,2219,16001001100,Metropolitan,2006,Zions Community Investment Corp.,"$298,000.00 ",Boise,ID,83714,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
ID0006,2220,16001000100,Metropolitan,2006,Zions Community Investment Corp.,"$570,000.00 ",Boise,ID,83702,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
ID0007,2221,16001000100,Metropolitan,2009,Zions Community Investment Corp.,"$480,000.00 ",Boise,ID,83702,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
ID0008,2222,16001000100,Metropolitan,2009,Zions Community Investment Corp.,"$107,500.00 ",Boise,ID,83702,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
ID0009,2223,16001000100,Metropolitan,2005,Key Community Development New Markets LLC,"$3,375,000.00 ",Boise,ID,83702,Real Estate–Rehabilitation–Commercial,RE,NO,NO
ID0010,2224,16001000100,Metropolitan,2005,Zions Community Investment Corp.,"$752,000.00 ",Boise,ID,83702,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
ID0011,2225,16001002000,Metropolitan,2006,Key Community Development New Markets LLC,"$4,600,000.00 ",Boise,ID,83706,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
ID0012,2226,16067970200,Non-Metropolitan,2009,Zions Community Investment Corp.,"$975,000.00 ",Burley,ID,83318,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
ID0013,2227,16027021500,Metropolitan,2004,Key Community Development New Markets LLC,"$361,000.00 ",Caldwell,ID,83605,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
ID0014,2228,16027021700,Metropolitan,2004,Key Community Development New Markets LLC,"$5,000,000.00 ",Caldwell,ID,83605,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
ID0015,2229,16055000900,Metropolitan,2005,Zions Community Investment Corp.,"$625,000.00 ",Couer DAlene,ID,83814,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
ID0016,2230,16001001100,Metropolitan,2006,Key Community Development New Markets LLC,"$635,800.00 ",Garden City,ID,83714,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
ID0017,2231,16001001100,Metropolitan,2005,Zions Community Investment Corp.,"$648,000.00 ",Garden City,ID,83714,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
ID0018,2232,16001001100,Metropolitan,2005,Zions Community Investment Corp.,"$300,000.00 ",Garden City,ID,83714,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
ID0019,2233,16001001100,Metropolitan,2004,Key Community Development New Markets LLC,"$745,000.00 ",Garden City,ID,83714,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
ID0020,2234,16019970700,Metropolitan,2010,Key Community Development New Markets LLC,"$2,000,000.00 ",Idaho Falls,ID,83402,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
ID0021,2235,16079960300,Non-Metropolitan,2006,Zions Community Investment Corp.,"$187,500.00 ",Kellogg,ID,83837,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
ID0022,2236,16027020200,Metropolitan,2006,Key Community Development New Markets LLC,"$900,000.00 ",Nampa,ID,83687,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
ID0023,2237,16005000800,Metropolitan,2008,Key Community Development New Markets LLC,"$1,065,000.00 ",Pocatello,ID,83201,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
ID0024,2238,16083001200,Non-Metropolitan,2005,Zions Community Investment Corp.,"$800,000.00 ",Twin Falls,ID,83301,Business Financing,NRE,NO,NO
ID0025,2241,16055000900,Metropolitan,2012,"USBCDE, LLC","$2,195,921.00 ",Coeur d'Alene,ID,83815,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
ID0025,2242,16055000900,Metropolitan,2012,"USBCDE, LLC","$804,079.00 ",Coeur d'Alene,ID,83815,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
ID0025,2239,16055000900,Metropolitan,2012,"CCG Community Partners, LLC","$4,757,829.00 ",Coeur D Alene,ID,83815,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
ID0025,2240,16055000900,Metropolitan,2012,"CCG Community Partners, LLC","$1,612,171.00 ",Coeur D Alene,ID,83815,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
ID0026,2243,16055000900,Metropolitan,2012,Montana Community Development Corporation,"$6,620,151.00 ",Couer d'Alene,ID,83814,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
ID0026,2244,16055000900,Metropolitan,2012,Montana Community Development Corporation,"$1,077,849.00 ",Couer d'Alene,ID,83814,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
ID0026,2245,16055000900,Metropolitan,2012,Montana Community Development Corporation,"$406,960.00 ",Couer d'Alene,ID,83814,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
ID0026,2246,16055000900,Metropolitan,2012,Montana Community Development Corporation,"$2,856,040.00 ",Couer d'Alene,ID,83814,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
ID0027,2247,16065950400,Non-Metropolitan,2013,Montana Community Development Corporation,"$8,954,372.00 ",Rexburg,ID,83440,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
ID0027,2248,16065950400,Non-Metropolitan,2013,Montana Community Development Corporation,"$3,477,628.00 ",Rexburg,ID,83440,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
ID0028,2249,16001001100,Metropolitan,2005,Zions Community Investment Corp.,"$275,000.00 ",Garden City,ID,83714,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
ID0029,2250,16005000600,Metropolitan,2014,Montana Community Development Corporation,"$6,248,130.00 ",Pocatello,ID,83201,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,NO,NO
ID0029,2251,16005000600,Metropolitan,2014,Montana Community Development Corporation,"$8,117,970.00 ",Pocatello,ID,83201,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,NO,NO
ID0029,2252,16005000600,Metropolitan,2014,Montana Community Development Corporation,"$5,793,900.00 ",Pocatello,ID,83201,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,NO,NO
ID0030,2253,16011950100,Non-Metropolitan,2014,Montana Community Development Corporation,"$10,813,780.00 ",Shelley,ID,83274,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
ID0030,2254,16011950100,Non-Metropolitan,2014,Montana Community Development Corporation,"$4,354,220.00 ",Shelley,ID,83274,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
IL0001,2255,17119402600,Metropolitan,2009,"HEDC New Markets, Inc","$2,504,000.00 ",Alton,IL,62002,Business Financing,NRE,NO,NO
IL0001,2256,17119402600,Metropolitan,2009,"HEDC New Markets, Inc","$2,321,000.00 ",Alton,IL,62002,Business Financing,NRE,NO,NO
IL0001,2257,17119402600,Metropolitan,2009,"HEDC New Markets, Inc","$75,000.00 ",Alton,IL,62002,Business Financing,NRE,NO,NO
IL0002,2258,17089853200,Metropolitan,2007,IFF,"$1,000,000.00 ",Aurora,IL,60506,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
IL0003,2259,17101880900,Non-Metropolitan,2007,"Advantage Capital Community Development Fund, LLC","$2,000,000.00 ",Bridgeport,IL,62417,Business Financing,NRE,NO,NO
IL0003,2260,17101880900,Non-Metropolitan,2010,"Advantage Capital Community Development Fund, LLC","$2,450,000.00 ",Bridgeport,IL,62417,Business Financing,NRE,NO,NO
IL0003,2261,17101880900,Non-Metropolitan,2010,"Advantage Capital Community Development Fund, LLC","$2,500,000.00 ",Bridgeport,IL,62417,Business Financing,NRE,NO,NO
IL0003,2262,17101880900,Non-Metropolitan,2011,"Advantage Capital Community Development Fund, LLC","$403,534.00 ",Bridgeport,IL,62417,Business Financing,NRE,NO,NO
IL0003,2263,17101880900,Non-Metropolitan,2012,"Advantage Capital Community Development Fund, LLC","$3,463,052.00 ",Bridgeport,IL,62417,Business Financing,NRE,NO,NO
IL0003,2264,17101880900,Non-Metropolitan,2012,"Advantage Capital Community Development Fund, LLC","$1,000,000.00 ",Bridgeport,IL,62417,Business Financing,NRE,NO,NO
IL0004,2265,17057953400,Non-Metropolitan,2010,Chase New Markets Corporation,"$11,500,000.00 ",Canton,IL,61520,Business Financing,NRE,NO,NO
IL0005,2266,17077010900,Non-Metropolitan,2010,"Advantage Capital Community Development Fund, LLC","$2,768,300.00 ",Carbondale,IL,62901,Business Financing,NRE,NO,NO
IL0006,2267,17027900500,Metropolitan,2006,Peoples Economic Development Corporation,"$125,011.26 ",CENTRALIA,IL,62801,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
IL0007,2268,17121952500,Non-Metropolitan,2006,Peoples Economic Development Corporation,"$1,356,750.00 ",CENTRALIA,IL,62801,Business Financing,NRE,NO,NO
IL0008,2269,17121952700,Non-Metropolitan,2005,Peoples Economic Development Corporation,"$950,000.00 ",CENTRALIA,IL,62801,Business Financing,NRE,NO,NO
IL0008,2270,17121952700,Non-Metropolitan,2007,Peoples Economic Development Corporation,"$896,993.91 ",CENTRALIA,IL,62801,Business Financing,NRE,NO,NO
IL0010,2271,17121952700,Non-Metropolitan,2007,Peoples Economic Development Corporation,"$334,375.00 ",Centralia,IL,62801,Business Financing,NRE,NO,NO
IL0011,2272,17019000700,Metropolitan,2007,IFF,"$720,123.36 ",Champaign,IL,61820,Real Estate–Rehabilitation–Commercial,RE,NO,NO
IL0012,2273,17031839100,Metropolitan,2010,Chase Community Development Corporation,"$9,500,000.00 ",Chicago,IL,60602,Other Financing Purpose,CDE,NO,NO
IL0013,2274,17031491000,Metropolitan,2007,"Urban Development Fund, LLC","$3,200,000.00 ",Chicago,IL,60628,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
IL0014,2275,17031500200,Metropolitan,2009,Chicago Development Fund,"$4,370,000.00 ",CHICAGO,IL,60628,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
IL0014,2276,17031500200,Metropolitan,2009,Chicago Development Fund,"$1,510,000.00 ",CHICAGO,IL,60628,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
IL0015,2277,17031833300,Metropolitan,2009,"National New Markets Tax Credit Fund, Inc","$820,000.00 ",Chicago,IL,60607,Business Financing,NRE,NO,NO
IL0017,2286,17031530300,Metropolitan,2010,Park National Bank Initiatives,"$8,851,447.00 ",Chicago,IL,60643,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,YES,NO
IL0017,2287,17031530300,Metropolitan,2010,Park National Bank Initiatives,"$3,148,553.00 ",Chicago,IL,60643,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,YES,NO
IL0017,2278,17031530300,Metropolitan,2010,"Consortium America, LLC","$6,269,775.00 ",Chicago,IL,60643,Real Estate–Rehabilitation–Commercial,RE,YES,NO
IL0017,2279,17031530300,Metropolitan,2010,"Consortium America, LLC","$2,060,225.00 ",Chicago,IL,60643,Real Estate–Rehabilitation–Commercial,RE,YES,NO
IL0017,2280,17031530300,Metropolitan,2010,"Consortium America, LLC","$6,269,775.00 ",Chicago,IL,60643,Real Estate–Rehabilitation–Commercial,RE,YES,NO
IL0017,2281,17031530300,Metropolitan,2010,"Consortium America, LLC","$2,060,225.00 ",Chicago,IL,60643,Real Estate–Rehabilitation–Commercial,RE,YES,NO
IL0017,2282,17031530300,Metropolitan,2010,Cinnaire New Markets LLC,"$9,589,068.00 ",Chicago,IL,60643,Business Financing,NRE,YES,NO
IL0017,2283,17031530300,Metropolitan,2010,Cinnaire New Markets LLC,"$3,020,932.00 ",Chicago,IL,60643,Business Financing,NRE,YES,NO
IL0017,2284,17031530300,Metropolitan,2010,Chicago Development Fund,"$14,752,412.00 ",CHICAGO,IL,60643,Business Financing,NRE,YES,NO
IL0017,2285,17031530300,Metropolitan,2010,Chicago Development Fund,"$4,847,588.00 ",CHICAGO,IL,60643,Business Financing,NRE,YES,NO
IL0018,2288,17031470100,Metropolitan,2010,"Advantage Capital Community Development Fund, LLC","$2,000,000.00 ",Chicago,IL,60619,Business Financing,NRE,NO,NO
IL0019,2289,17031750100,Metropolitan,2004,IFF,"$810,000.00 ",Chicago,IL,60643,Real Estate–Rehabilitation–Commercial,RE,NO,NO
IL0022,2290,17031842600,Metropolitan,2006,Community Reinvestment Fund New Markets I LP,"$2,180,000.00 ",Chicago,IL,60609,Real Estate–Rehabilitation–Commercial,RE,NO,NO
IL0022,2291,17031842600,Metropolitan,2007,Community Reinvestment Fund New Markets I LP,"$40,000.00 ",Chicago,IL,60609,Real Estate–Rehabilitation–Commercial,RE,NO,NO
IL0022,2292,17031842600,Metropolitan,2008,Community Reinvestment Fund New Markets I LP,"$280,000.00 ",Chicago,IL,60609,Real Estate–Rehabilitation–Commercial,RE,NO,NO
IL0023,2293,17031292500,Metropolitan,2010,Chicago Development Fund,"$3,537,080.00 ",CHICAGO,IL,60623,Business Financing,NRE,NO,NO
IL0023,2294,17031292500,Metropolitan,2010,Chicago Development Fund,"$1,264,920.00 ",CHICAGO,IL,60623,Business Financing,NRE,NO,NO
IL0024,2295,17031280400,Metropolitan,2007,IFF,"$852,948.00 ",Chicago,IL,60612,Other Financing Purpose,RE,NO,NO
IL0025,2296,17031310800,Metropolitan,2009,Chase New Markets Corporation,"$3,948,000.00 ",Chicago,IL,60608,Real Estate–Rehabilitation–Commercial,RE,NO,NO
IL0026,2297,17031310800,Metropolitan,2006,IFF,"$595,034.00 ",Chicago,IL,60608,Other Financing Purpose,RE,NO,NO
IL0028,2298,17031210602,Metropolitan,2010,Community Reinvestment Fund New Markets I LP,"$1,036,458.00 ",Chicago,IL,60618,Real Estate–Rehabilitation–Commercial,RE,NO,NO
IL0029,2299,17031840700,Metropolitan,2007,Great Lakes Region Sustainability Funds LLC,"$1,201,892.00 ",Chicago,IL,60608,Business Financing,NRE,NO,NO
IL0030,2300,17031301100,Metropolitan,2005,"Community Revitalization Fund, Inc.","$903,039.00 ",CHICAGO,IL,60623,Business Financing,NRE,NO,NO
IL0031,2301,17031210501,Metropolitan,2007,Great Lakes Region Sustainability Funds LLC,"$6,078,454.00 ",Chicago,IL,60641,Business Financing,NRE,NO,NO
IL0031,2302,17031210501,Metropolitan,2007,Great Lakes Region Sustainability Funds LLC,"$1,700,000.00 ",Chicago,IL,60641,Business Financing,NRE,NO,NO
IL0031,2303,17031210501,Metropolitan,2007,Great Lakes Region Sustainability Funds LLC,"$716,394.00 ",Chicago,IL,60641,Business Financing,NRE,NO,NO
IL0032,2304,17031843000,Metropolitan,2008,"National City New Market Fund, Inc.","$3,647,979.00 ",Chicago,IL,60624,Other Financing Purpose,NRE,NO,NO
IL0032,2305,17031843000,Metropolitan,2008,"National City New Market Fund, Inc.","$1,227,021.00 ",Chicago,IL,60624,Other Financing Purpose,NRE,NO,NO
IL0033,2306,17031230800,Metropolitan,2005,IFF,"$356,250.00 ",Chicago,IL,60647,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
IL0034,2307,17031351400,Metropolitan,2006,Local Initiatives Support Corporation,"$2,801,833.00 ",Chicago,IL,60609,Real Estate–Rehabilitation–Commercial,RE,YES,NO
IL0034,2308,17031351400,Metropolitan,2007,"Consortium America, LLC","$4,567,091.56 ",Chicago,IL,60609,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
IL0036,2309,17031520500,Metropolitan,2008,Chase New Markets Corporation,"$840,000.00 ",Chicago,IL,60617,Business Financing,NRE,NO,NO
IL0037,2310,17031260100,Metropolitan,2005,"Bethel New Life, Inc","$156,291.00 ",Chicago,IL,60624,Real Estate – Construction–Housing-Single Family,RE,NO,NO
IL0038,2313,17031839900,Metropolitan,2009,"Advantage Capital Community Development Fund, LLC","$1,000,000.00 ",Chicago,IL,60609,Business Financing,NRE,YES,NO
IL0038,2314,17031839900,Metropolitan,2009,"Advantage Capital Community Development Fund, LLC","$3,000,000.00 ",Chicago,IL,60609,Business Financing,NRE,YES,NO
IL0038,2311,17031839900,Metropolitan,2011,Community Development Venture Capital Alliance,"$5,816,000.00 ",Chicago,IL,60609,Business Financing,NRE,YES,NO
IL0038,2312,17031839900,Metropolitan,2011,Community Development Venture Capital Alliance,"$2,024,000.00 ",Chicago,IL,60609,Business Financing,NRE,YES,NO
IL0038,2315,17031839900,Metropolitan,2011,"Advantage Capital Community Development Fund, LLC","$500,000.00 ",Chicago,IL,60609,Business Financing,NRE,YES,NO
IL0039,2316,17031260100,Metropolitan,2006,"Bethel New Life, Inc","$37,653.28 ",Chicago,IL,60624,Real Estate – Construction–Housing-Multi Family,RE,NO,NO
IL0040,2317,17031290900,Metropolitan,2008,"Bethel New Life, Inc","$468,644.00 ",Chicago,IL,60623,Real Estate – Construction–Housing-Single Family,RE,NO,NO
IL0041,2318,17031260100,Metropolitan,2008,"Bethel New Life, Inc","$756,000.00 ",Chicago,IL,60624,Real Estate – Construction–Housing-Multi Family,RE,NO,NO
IL0042,2319,17031210501,Metropolitan,2008,Citibank NMTC Corporation,"$13,500,000.00 ",CHICAGO,IL,60618,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
IL0043,2320,17031210501,Metropolitan,2009,Community Reinvestment Fund New Markets I LP,"$894,054.00 ",Chicago,IL,60618,Real Estate–Rehabilitation–Commercial,RE,NO,NO
IL0044,2321,17031260200,Metropolitan,2005,"Bethel New Life, Inc","$1,349,885.00 ",Chicago,IL,60624,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
IL0045,2322,17031260200,Metropolitan,2006,"Bethel New Life, Inc","$623,000.00 ",Chicago,IL,60624,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
